product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
High Protein Drink Gusto Vaniglia,"Lidl, Milbona, Milbona (Lidl)","en:Beverages and beverages preparations,Γαλακτοκομικά προϊόντα,en:Dairy drinks",,,,"High Protein Drink Gusto Vaniglia Lidl, Milbona, Milbona (Lidl) en:Beverages and beverages preparations,Γαλακτοκομικά προϊόντα,en:Dairy drinks   ",9
nakd peanut butter protein bar,Nakd,"Snacks,Sweet snacks,Bars,Nut bars,Peanut bars,Date bars",,,,"nakd peanut butter protein bar Nakd Snacks,Sweet snacks,Bars,Nut bars,Peanut bars,Date bars   ",9
Oat,"Aldi,Acti Leaf","Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,,,"Oat Aldi,Acti Leaf Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks   ",5
Abricot sec,Alesto,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Productos deshidratados, Frutas y sus productos, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Albaricoques deshidratados, en:fruchte",,,,"Abricot sec Alesto Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Productos deshidratados, Frutas y sus productos, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Albaricoques deshidratados, en:fruchte   ",9
100G POULAIN LIGNE NR,"Fine gourmande,Poulain","Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats édulcorés,Chocolats noirs,Chocolats noirs aux édulcorants,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",,,,"100G POULAIN LIGNE NR Fine gourmande,Poulain Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats édulcorés,Chocolats noirs,Chocolats noirs aux édulcorants,Chocolat noir en tablette extra dégustation à 70% de cacao minimum   ",9
Tomato ketchup,Heinz,"Condiments, Sauces, Tomato sauces, Ketchup, Groceries",,,,"Tomato ketchup Heinz Condiments, Sauces, Tomato sauces, Ketchup, Groceries   ",6
25 cl Red Bull - Energy Drink,"Red Bull, حلال","Boissons et préparations de boissons, Boissons, Boissons énergisantes, Boisson énergisante sucrée",,,,"25 cl Red Bull - Energy Drink Red Bull, حلال Boissons et préparations de boissons, Boissons, Boissons énergisantes, Boisson énergisante sucrée   ",8
babybel,Babybel,"Dairies,Fermented foods,Fermented milk products,Cheeses",,,,"babybel Babybel Dairies,Fermented foods,Fermented milk products,Cheeses   ",2
Barre céréales Protéines peanut& chocolat🍫,Nature Valley,"Snacks,Snacks sucrés,Barres,Compléments alimentaires,Compléments pour le Bodybuilding,Barres protéinées,Barres énergétiques protéinées",,,,"Barre céréales Protéines peanut& chocolat🍫 Nature Valley Snacks,Snacks sucrés,Barres,Compléments alimentaires,Compléments pour le Bodybuilding,Barres protéinées,Barres énergétiques protéinées   ",9
Activia ananas fraise,"danone, سنطرال دانون","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:bifidus-yogurts",,,,"Activia ananas fraise danone, سنطرال دانون Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:bifidus-yogurts   ",2
MUSCLY FROMAGE 24,"Jaouda, Copag","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, fr:Fromages blancs, Fat free plain fresh cream cheese, en:cheeses",,,,"MUSCLY FROMAGE 24 Jaouda, Copag Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, fr:Fromages blancs, Fat free plain fresh cream cheese, en:cheeses   ",2
Or Blanc,Or Blanc,"Dairies, Fermented foods, Fermented milk products, Cheeses, en:melted-cheese",,,,"Or Blanc Or Blanc Dairies, Fermented foods, Fermented milk products, Cheeses, en:melted-cheese   ",2
Nutty Granola,Dorset Cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",,,,"Nutty Granola Dorset Cereals Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis   ",5
Aloe vera,2025,,,,,Aloe vera 2025    ,9
,,"Non alimentaire, Cigarettes",,,,"  Non alimentaire, Cigarettes   ",9
Kokosmilch,Freshona,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Conserves,Crèmes végétales,Crèmes végétales pour cuisiner,Laits et crèmes de coco",,,,"Kokosmilch Freshona Aliments et boissons à base de végétaux,Aliments d'origine végétale,Conserves,Crèmes végétales,Crèmes végétales pour cuisiner,Laits et crèmes de coco   ",8
Peanut Butter,Mcennedy,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Purées d'oléagineux,Beurres de légumineuses,Beurres de fruits à coques,Beurres de cacahuètes,en:alimentos-a-base-de-plantas,en:alimentos-e-bebidas-a-base-de-plantas,en:produtos-para-barrar-a-base-de-plantas",,,,"Peanut Butter Mcennedy Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Purées d'oléagineux,Beurres de légumineuses,Beurres de fruits à coques,Beurres de cacahuètes,en:alimentos-a-base-de-plantas,en:alimentos-e-bebidas-a-base-de-plantas,en:produtos-para-barrar-a-base-de-plantas   ",7
Pain complet 3 céréales,Bjorg,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains complets,Pain complet en tranches",,,,"Pain complet 3 céréales Bjorg Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains complets,Pain complet en tranches   ",4
Le goût primeur - Ligne & plaisir,"Savencia,St moret","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à tartiner",,,,"Le goût primeur - Ligne & plaisir Savencia,St moret Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à tartiner   ",7
Cinnamon & Raisin Bagels,New York Bakery Co,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads",,,,"Cinnamon & Raisin Bagels New York Bakery Co Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads   ",0
Pâtes spaghetti au blé complet integral 500g,Barilla,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreideprodukte,Teigwaren,en:Cereal pastas,Getrocknete Teigwaren,Hartweizenteigwaren,Spaghettis,en:Whole durum wheat pasta,en:Dry durum wheat pasta,Hartweizenspaghetti,Vollkorn-Hartweizenspaghetti,Vollkorn Hartweizen",,,,"Pâtes spaghetti au blé complet integral 500g Barilla Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreideprodukte,Teigwaren,en:Cereal pastas,Getrocknete Teigwaren,Hartweizenteigwaren,Spaghettis,en:Whole durum wheat pasta,en:Dry durum wheat pasta,Hartweizenspaghetti,Vollkorn-Hartweizenspaghetti,Vollkorn Hartweizen   ",9
Nature Valley Crunchy Oats & Honey,Nature Valley,"Botanas,Snacks dulces,Barritas,Barritas de cereales",,,,"Nature Valley Crunchy Oats & Honey Nature Valley Botanas,Snacks dulces,Barritas,Barritas de cereales   ",9
Genova - Double Creme,Excelo,en:biscuits,,,,Genova - Double Creme Excelo en:biscuits   ,9
Beurre de cacahouète,Maribel,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de cacahuètes, Beurres de cacahuetes croustillants, en:cacahuetes-sucrees",,,,"Beurre de cacahouète Maribel Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de cacahuètes, Beurres de cacahuetes croustillants, en:cacahuetes-sucrees   ",7
B'ono Wafer,Excelo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Filled biscuits, en:wafers",,,,"B'ono Wafer Excelo Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Filled biscuits, en:wafers   ",1
Chavroux Pur Chèvre,Chavroux,Fromage de chèvre à tartiner,,,,Chavroux Pur Chèvre Chavroux Fromage de chèvre à tartiner   ,9
Soft Pittas Easy to Fill Wholemeal,warburtons,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal-soft-pitta,Flatbreads",,,,"Soft Pittas Easy to Fill Wholemeal warburtons Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal-soft-pitta,Flatbreads   ",0
ProActiv,ProActiv,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines, en:salted-spreads",,,,"ProActiv ProActiv Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines, en:salted-spreads   ",5
Oat Granola,Dorset Cereals,Mueslis,,,,Oat Granola Dorset Cereals Mueslis   ,9
"Bâtonnets de céréales fourrés (47,5 %) au chocolat - Cracotte Chocolat","LU, Mondelez","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Filled biscuits, Filled extruded crispbreads, Extruded and grilled biscuits with chocolate filling, en:chocolate-biscuits",,,,"Bâtonnets de céréales fourrés (47,5 %) au chocolat - Cracotte Chocolat LU, Mondelez Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Filled biscuits, Filled extruded crispbreads, Extruded and grilled biscuits with chocolate filling, en:chocolate-biscuits   ",1
Lentilles préparées 1/2,Cassegrain,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Plats préparés, Légumineuses sèches, Lentilles, Légumineuses en conserve, Lentilles cuisinées en conserve, Lentilles préparées, en:Vegetables - Prepared/Processed (Shelf Stable)",,,,"Lentilles préparées 1/2 Cassegrain Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Plats préparés, Légumineuses sèches, Lentilles, Légumineuses en conserve, Lentilles cuisinées en conserve, Lentilles préparées, en:Vegetables - Prepared/Processed (Shelf Stable)   ",8
La crème des chefs ferme et onctueuse gastronomique,President,"Produits laitiers,Crèmes,Crèmes UHT,Crèmes sous pression,Crèmes sous pression UHT,Crèmes fouettées",,,,"La crème des chefs ferme et onctueuse gastronomique President Produits laitiers,Crèmes,Crèmes UHT,Crèmes sous pression,Crèmes sous pression UHT,Crèmes fouettées   ",9
L'Original - Cacao en poudre non sucré,Van houten,"Cacao et dérivés, Cacaos et chocolats en poudre, Cacaos en poudre, Préparation pour boisson chocolatée",,,,"L'Original - Cacao en poudre non sucré Van houten Cacao et dérivés, Cacaos et chocolats en poudre, Cacaos en poudre, Préparation pour boisson chocolatée   ",9
Italian Tomato Purée,Tesco,"Plant-based foods and beverages, Plant-based foods, Condiments, Fruits and vegetables based foods, Vegetables based foods, Sauces, Tomatoes and their products, Tomato sauces, Tomato purées, Groceries",,,,"Italian Tomato Purée Tesco Plant-based foods and beverages, Plant-based foods, Condiments, Fruits and vegetables based foods, Vegetables based foods, Sauces, Tomatoes and their products, Tomato sauces, Tomato purées, Groceries   ",5
Geeta's Mango Chutney imp,Geeta’s Foods Ltd,Mango chutneys,,,,Geeta's Mango Chutney imp Geeta’s Foods Ltd Mango chutneys   ,9
Tortilla Nachips Original,Old El Paso,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",,,,"Tortilla Nachips Original Old El Paso Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips   ",9
Chopped Tomatoes,Tesco,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Vegetables, Canned vegetables, Tomatoes and their products, Tomatoes, Canned tomatoes",,,,"Chopped Tomatoes Tesco Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Vegetables, Canned vegetables, Tomatoes and their products, Tomatoes, Canned tomatoes   ",5
Fruit d'Or Oméga 3 Doux - Sans huile de palme - 450g,Fruit d'Or,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines, Salted margarines",,,,"Fruit d'Or Oméga 3 Doux - Sans huile de palme - 450g Fruit d'Or Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines, Salted margarines   ",5
Tentation aiguebelle,Aiguebelle,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",,,,"Tentation aiguebelle Aiguebelle Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs   ",9
Seeded Sourdough Half Bloomer,Sainsbury's,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,bread",,,,"Seeded Sourdough Half Bloomer Sainsbury's Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,bread   ",0
Organic Gluten-Free Oat Drink,Plenish,"Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,,,"Organic Gluten-Free Oat Drink Plenish Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks   ",5
Meat Free Tasty Sausages,Richmond,"Meat alternatives,Meat analogues,Vegetarian sausages,Soya-and-wheat-based,not real food",,,,"Meat Free Tasty Sausages Richmond Meat alternatives,Meat analogues,Vegetarian sausages,Soya-and-wheat-based,not real food   ",9
Special K,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:mixed-cereal-flakes",,,,"Special K Kellogg's Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:mixed-cereal-flakes   ",5
Nut & fruit mix classic,"Alesto, Lidl","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried mixed fruits, Mix of grains and dried fruit, Mix of grains and raisins, Nuts with dried fruits",,,,"Nut & fruit mix classic Alesto, Lidl Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried mixed fruits, Mix of grains and dried fruit, Mix of grains and raisins, Nuts with dried fruits   ",5
